Owner ,Include,Startup Name,Description,Website,Financial Instrument,Customer,Consolidated Tag,Tag,Objective,Maturity (new),Funded,Funding Round,Funding amount ($),Country,Founded Year,Employees,Complete,Hero,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Maturity,0.4,0.6,0,Text to no.conversion,,,Consolidated Customer,API Integration,Financial/Non-Financial
,FALSE,Pensumo,"Pensumo provides an app-based saving platform for retirement planning. It enables users to save money from daily expenses, recycling, sporting activity, etc. The app is available for Android and IOS platforms.",pensumo.com,,,#N/A,,App-based saving platform,,,Funded,,Spain,2013,,,,,,,,,,,,,,,#N/A,,
,TRUE,Rosca Finance,Rosca Finance is an online crowd savings platform. Allows the users to create savings groups based on ROSCA model.  Allows them to form digital groups on the platform to pool money using periodic payments.  Members of the group meet at regular intervals and at each meeting all members contribute funds into a pool that is given in turn to one member. The ROSCA is completed when each user has received the fund once.  The platform charges a fee that can range from 1.0% - 1.8% for each ROSCA.,rosca.io,,Working Class,Pooled Savings,Pooled Savings,Crowd-savings platform,Emerging,,Funded,,USA,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Pie Systems,Pie Systems is a platform to claim VAT refunds. Users can use Pie VAT to scan the merchant’s QR code after purchase. Users need to scan their boarding pass and upload it on the platform for initiation of the VAT refund process. The app is available for iOS and Android platforms.,piesystems.io,,All,Automated Savings,VAT Refund,Platform to claim VAT refunds,Nascent,,Funded,,Denmark,2017,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,FALSE,PiggyPot,PiggyPot is a budgeting and savings app that allows users to link account and cards and automate money to the PiggyPot for pre-set goals. The money saved can be sent to bank account or use the saved money as PiggyShop Credit. PiggyPot Shopyou will have all savings + 5% extra free to spend on wide selection of gift cards. It makes money on the margin received when one users decide to withdraw to an Amazon Gift Card or as PiggyPot ShopCredit.,piggypot.com,,,#N/A,,Automated savings apps.,,,Funded,,United Kingdom,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,EvoShare,"EvoShare enables user to save for retirement by shopping at their favorite businesses.It allow users to receive a portion (cash back) of what they spend at local stores, restaurants, and other establishments back into their retirement account.",evoshare.com,,,#N/A,,Platform for additional retirement savings,,,Funded,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Pulse,"Pulse developed an SMS-based micro-savings system that allows vendors in urban slums to return change in form of Pulse ""credit"" via a text. With Pulse, the vendor keeps the change and issues store credit to the customer’s Pulse food savings account, via a text message. Customers can also buy Pulse cards of varying cash values and deposit the money in their accounts with text codes. Savers can only spend what they save with pre-agreed recipients, like schools or hospitals. Hopes to make money by charging a 3% to 5% fee on each transaction or by selling advertising. Ran its first pilot in Ahmedabad, India, and is currently scaling up with a goal to reach 1000 people in Pune by early 2015. One of the six finalists at the $1M Hult Prize and won the  $20,000 D-Prize in 2014.",pulsesavings.com,,,#N/A,,Mobile based micro-savings and payments platform,,,Deadpooled,,India,2013,,,,,,,,,,,,,,,#N/A,,
,TRUE,MaTontine,"MaTontine is a digital financial services platform allowing its users to create savings circles based on the ROSCA model, whereby members pool their money, and one person gets to spend the collective amount.  Automates the whole process and incorporates a credit scoring system in order to provide access to small loans and other related services.",matontine.com,,All,Asset Management,Asset Management,Digital saving circle platform,Mature,,Funded,,Senegal,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,401(play),401(play) provides an online financial planning platform for employers and employees. It offers vacation planning and vacation savings account for travel. It is available for multiple subscriptions based on the number of employees.,401play.org,,,#N/A,,Vacation planning and saving management platform,,,Funded,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,InspirAVE,"InspirAVE is a financial goal-based saving platform. Money is accumulated from the Savings Acct and Retailer discounts along with the interest and once the amount meets the goal, product is delivered by ecosystem Merchants. As of June 2017 the company is operating in Stealth mode.",inspirave.com,,,#N/A,,Platform to save & invest money for big purchases,,,Funded,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,SuperTasas,SuperTasas provides investment & credit products for individuals. The minimum investment amount is 1 peso and maximum investment amount is 5 million pesos. Investment returns are deposited into investor's bank account via interbank transfer (SPEI) or in bank branches. The app is available for iOS and Android platform.,supertasas.com,,,#N/A,,Investment & credit products for individuals,,,Funded,,Mexico,2013,,,,,,,,,,,,,,,#N/A,,
,TRUE,Reeelit,"Reeelit, Inc. is an automatic savings management platform. Users have to select the product they want to save money for such as clothing, furniture etc. They have to sync their bank accounts and set an amount that should be added to the savings monthly/ weekly. It tracks the amount and will place order automatically once the user has the required amount. They also give price alerts whenever their is a decrease in the price of the product.",joinreel.co,,All,Automated Savings,Automate Savings,Savings management platform,Emerging,,Funded,,USA,2016,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,TRUE,ElGameya,ELGAMEYA provides a mobile app for savings and lending management. It offers microcredit and collaborative lending solutions based on the ROSCA Model.,elgameya.net,,All,Asset Management,Asset Management,Savings management platform,Mature,,Funded,,Egypt,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Jelli,"Jelli provides an app-based savings platform for individuals. It features JelliJars for goal-based savings for food, car, travel, rent, etc. It also offers JelliCard for payment transactions, deposits, and fund transfer. The app is available for Android and IOS platforms.",jelli.us,,Millenials,Goal Based Savings,Goal Based Savings ,App-based saving platform,Nascent,,Funded,,USA,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Kosh,"Kosh is a savings and investment management platform for employers. It offers tools to assist the under-served employees, save from daily expenses, and provide access to credit & insurance policies. Uses ML algorithms to recommend savings plans to users.",getkosh.com,,Companies,Asset Management,Asset Management,Savings platform for employers,Mature,,Funded,,India,2019,,,,,,,,,,,,,,,B2B,No,Financial
,FALSE,WinWin,"WinWin is a savings app. Users have to link their bank accounts with the app. They can save $1 in the WinWin account to play a one-minute game like whack-a-mole or word finder to reveal their prize of up to $100 cash. The money is held in a savings account at Wells Fargo and funds are FDIC-insured up to a balance of $250,000.",winwinsaving.com,,,#N/A,,Savings app,,,Deadpooled,,USA,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Alice,Alice is a consumer finance platform which helps its clients save money spent on transit and related facilities by the use of tax benefits. Customers need to link Alice to the credit and debit cards they use to pay for transit. Alice automatically finds eligible purchases and puts the extra money back in the paycheck. Alice uses pre-tax spending benefits by collaborating with employers for the service which benefits both employers and employees. The platform claims to save up to $500 every year for its customers.,thisisalice.com,,,#N/A,,"Platform to help save on transit, parking etc through tax benefits",,,Funded,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Common Change,"Common Change is an online platform focused on group savings for family and friends. It provides tools to assist in pooling funds, decision making, creation of groups, payouts, and making donations. Also, offers tutorials and guidance to assist new users.",commonchange.com,,,#N/A,,Group savings platform,,,Funded,,USA,2010,,,,,,,,,,,,,,,#N/A,,
,TRUE,Panda Money,"Panda Money provides an app which let user to save money through personal engagement. It keeps track of all user spending.  They are using safe mechanics of QIWI to protect money while transferring and saving them.They are making money by selling financial service (credits, deposits, credit cards) and sell goods (user saving goal) and providing White label (Alfa-Bank, MTC).",panda-money.com,,All,Asset Management,Money Management,Money saving platform,Nascent,,Funded,,Russia,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Kidfund,"Kidfund is a mobile app that enables parents to save money and build a fund for their kids. Parents can create an account for their children, set auto-recurring transfers, and accept cash gifts from friends and family through the app. The company has partnered with  USAlliance Financial to open individual savings accounts. As of April 2017, the company is offering an interest rate of 3% interest on first $500 saved in the account.",kidfund.us,,,#N/A,,Mobile app to parents to build a savings fund for their children,,,Funded,,USA,2013,,,,,,,,,,,,,,,#N/A,,
,TRUE,Littlefund,"Littlefund is a mobile-based saving and budgeting platform for children controlled by their parents. The digital platform allows parents to set allowances, add money, educate their children with financial value etc.",littlefund.co,,Parents,Goal Based Savings,Children's Savings ,Budgeting and saving account for children.,Mature,,Funded,,USA,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Gradvisor,"Gradvisor is an investment advisor helping companies across the US set up 529 education savings plans for their employees. The solution is turnkey with easy integration. The online portal also offers personalized advice to each employee. The portal calculates the saving goal based on college fees, expected scholarships, and other factors, and accordingly advises a monthly saving amount. Investments can be also be tracked on the platform.",gradvisor.com,,Working class,Goal Based Savings,Goal Based Savings,Employer-enabled savings management platform for education,Emerging,,Funded,,USA,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,WeTrust,"WeTrust is a lending and insurance platform built on the Ethereum blockchain. The platform is aimed at providing financial inclusion by lending and insurance solutions. WeTrust has built a Rotating Savings and Credit Association (ROSCA) platform running on the decentralized blockchain. ROSCA platform allows users to save and issue credit as a group; interest rates decided among themselves. It plans to derive blockchain enabled credit scores/identities based on product usage and create additional products such as mutual insurance, P2P lending, fiat gateway integration etc. The solution will be provided via a mobile app.",wetrust.io,,Milennials,Asset Management,Blockchain Savings,Lending and insurance platform leveraging Ethereum blockchain.,Nascent,,Funded,,USA,2016,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,FALSE,Elefunds,"Elefunds is a micro-donations platform that round-ups online transactions across online shops, in-app purchases, etc and donates it to the charities of the customer’s choice. The funds are initially transferred to the merchant and Elefunds collects the donation from the merchant via direct debit once a month and distributes it to different charities selected by the donors.",elefunds.de,,,#N/A,,Platform enabling micro-donations,,,Deadpooled,,Germany,2011,,,,,,,,,,,,,,,#N/A,,
,FALSE,Aella Community,"Aella Community is a platform which helps users collectively save in groups, based on the ROSCA model. Instead of the usual bidding model, the platform decides beforehand the dates on which each of the users will receive the money, so that everyone can plan ahead.  The installment payments, as well as cash receipt transactions, are automated. All the users build ratings based on timely installment payment over time. As of Nov'17, the platform has not yet launched.",aellacommunity.com,,,#N/A,,Group savings platform,,,Deadpooled,,Nigeria,2016,,,,,,,,,,,,,,,#N/A,,
,TRUE,Doni,Doni is a game-based savings management platform. It rewards users for participating in events. The rewards are made through the user's wallet in the form of savings to achieve life planning goals. Users can invite family and friends to assist in collecting aside funds. The application can be accessed on iOS and Android devices.,thedoni.eu,,Milennials,Robo Advice,Gamify Savings,Game-based savings management platform,Emerging,,Funded,,Netherlands,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Change Donations,"Change Donations is an app for making micro-donations. Users have to link their financial account with the platform. They select the non-profit organisation for making the donation. Each time user makes a purchase, the app rounds up the purchase to the nearest euro and donate the spare change to the causes supported by the user.",changedonations.com,,All,Social Enterprise,Social Enterprise Funding,App for making micro-donations,Nascent,,Funded,,Ireland,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Wildcard Money,Wildcard offers an app for transaction management. Offers Wildcard accounts which automatically predicts and sets aside money for bills and add money to savings. Tracks the expenses of the user and enables budget management.,wildcard.money,,Working Class,Savings Management,Transaction Management,App for transaction management,Mature,,Funded,,Australia,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Akiba Digital,Akiba Digital is an AI-powered financial coach. Users can set savings goals and save towards the savings goals. They are rewarded for making contributions towards their savings goals. The platform automatically set up a rainy day fund for the user to increase financial security in case of emergencies. The app is available for iOS and Android platforms.,akibadigital.com,,Working Class,Social Enterprise,Financial Education,AI-powered financial coach,Emerging,,Funded,,South Africa,2017,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,TRUE,tribeZ,"TribeZ is an expenses management platform. It allows users to control finances, monitor expenses & set aside funds for savings. Also, assists users in developing long term financial plans.",tribez.app,,Working Class,Savings Management,Transaction Management,Expenses management platform,Nascent,,Funded,,Hungary,2019,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Kowi,"Kowi is a game-based savings platform. It provides tools to set aside funds for savings, games to assist new users, and achieve financial goals for the future. Also, offers prizes and rewards for raffle winners on the platform. The application can be accessed on iOS and Android devices.",kowi.app,,Gamer,Robo Advice,Gamify Savings,Game-based savings platform,Mature,,Funded,,Spain,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Kiwi,"Kiwi provides tailored financial planning solutions that allow the people and families to pay for medical services in advance through affordable and tangible savings plans while allowing merchants to widen their customer base and increase sales. The company has forged partnerships with various healthcare providers to offer customers the option to pre-pay for a service through Kiwi, which personalizes affordable payment plans. Once subscribed, a user can pay the agreed upon installments in any OXXO, KIWI's collection partner.",usekiwi.com,,,#N/A,,Pre-payment platform for medical treatment  and products,,,Funded,,Mexico,2013,,,,,,,,,,,,,,,#N/A,,
,TRUE,Bits of Stock,Bits is brand loyalty and investment platform. Users have to link their bank account with the platform and select the brands. They earn bits of stocks when they spend with brands available on the platform.,bitsofstock.com,,Milennial,Asset Management,Investment platform,Brand loyalty & investment platform,Emerging,,Funded,,USA,2019,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Colmena,"Colmena is an employer-enabled savings & retirement planning platform for individuals. Offers tools to maintain financial stability, manage pension plans, insurances, and investment in the health & education of the employers. Also, provides flexible benefit plans & products to users.",colmenahr.com,,Working Class,Goal Based Savings,Retirement Planning,Employer-enabled financial planning platform,Nascent,,Funded,,Portugal,2019,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,FALSE,SafeGold,"SafeGold, part of Digital Gold India, is an online digital gold wallet. Users can buy gold for as low as INR 1. Also, allows users to sell back the gold purchased based on the market prices. Claims that all the gold purchased through the platform are insured. Also, provide delivery of physical gold above 1 gram. Charges commission on buying, selling, and delivery of gold. Users have to be KYC compliant.",safegold.com,,,#N/A,,Online digital gold wallet,,,Funded,,India,2012,,,,,,,,,,,,,,,#N/A,,
,FALSE,Fisher Funds,"Fisher Funds provides an online investment and saving platform for individuals. It enables users to save for retirement, buying a house, general investment, and more. It offers investment portfolios with growth funds, conservative funds, and other types of managed funds.",fisherfunds.co.nz,,,#N/A,,Online investment and saving platform,,,Acquired,,New Zealand,1998,,,,,,,,,,,,,,,#N/A,,
,FALSE,TrustCircle,"Trust Circle is a developer of a mobile application that allows individuals to pool money and save together in a group, a popular method in Vietnam and many other countries. The pooled money amount goes to the highest bidder, which results in good interest rates without much fees for the users.",trustcircle.com,,,#N/A,,Mobile app for group savings,,,Funded,,Vietnam,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,Ubank,Ubank App is a mobile app that allows users to manage their expenses. Consumers can link their bank account or card and expenses made are directly updated on the app as the transactions occur. The app allows to plan expenses and make savings from the salary.,ubankapp.com,,All,Savings Management,Transaction Management,Mobile app to manage expenses.,Mature,,Funded,,USA,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Kadonation,"Kadonation is an online retailer of digital gift cards operating in Belgium. Users can browse through the collection of gift cards available on the company's platform, choose the one that meets their requirements and can pay online to have the gift card delivered to the intended recipient. Recipients can redeem the gift card by furnishing it a the POS of partnered retailers and online merchants. The company also provides a group gifting service through which users can invite contributions from friends and family members of the intended recipient and can purchase a gift card from the contributed funds. Users can also have the contributed funds transferred to the recipient's bank account for a fee of 4%.",kadonation.com,,,#N/A,,Online retailer of digital gift cards,,,Funded,,Belgium,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,FirstStep,"FirstStep is a mobile app that lets users automatically invest the loose change from everyday spending into a diversified investment portfolio. The app automatically rounds up amounts on everyday electronic purchases in a diversified, low cost, passive investment portfolio, comprising exchange traded funds (ETFs). Each user can choose a risk profile appropriate to their situation. The loose change and voluntary contributions is spread across 3-4 low cost, broad based ETFs. In stealth mode as in January 2016.",getfirststep.com,,Milennials,Automated Savings,Automated Savings,Automated investing platform,Emerging,,Funded,,Australia,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Finlok,"Finlok is a group savings platform whereby people can create groups with people they know and save together. The savings groups are based on the ROSCA model. The platform digitizes the entire process, with online OTP-based registration, and UPI-enabled payments. In the process, the platform creates an alternative credit score called Finlok rating . As of Nov'17, the platform claims to have enabled formation of 50 savings groups.",finlok.com,,Milennials,Pooled Savings,Pooled Savings,Group savings platform,Nascent,,Funded,,India,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,The PayCard,The PayCard is an automated savings management platform. Users can set savings goals on the platform. The platform automatically moves money and save it toward the goals. Offers information about spending habits and goal progress. Also enables budget management and sends bill reminders.,thepaycard.co.za,,,#N/A,,Automated savings management platform,,,Unfunded,,USA,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Cryptonex,"Cryptonex is a mobile app to acquire a spare change in the form of cryptocurrencies. The users need to use a debit card connected to a  bank account to make daily purchases. The daily purchases are rounded to the nearest dollar and users can acquire Bitcoin, Litecoin, and Ethereum. Also offers users t o buy and sell cryptocurrencies.",cryptonexchange.io,,,#N/A,,Mobile app to acquire spare change,,,Deadpooled,,USA,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,NAVAG8,Navag8 is a savings management platform. Users can set savings goals on the platform and track their progress. They can link their financial accounts to the platform. The app automatically saves a percentage of the user's everyday purchases. The app is available for iOS and Android platforms.,navag8goals.com,,,#N/A,,Savings management platform,,,Unfunded,,USA,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Sumobank,Sumobank provides an online saving and investment platform. It offers an automated saving platform. It enables users to invest and save based on set goals. It provides an app-based platform for Android devices.,sumoobank.com,,,#N/A,,Online savings and investment platform,,,Unfunded,,Nigeria,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Penge,Penge is a personal savings management app. Users can set savings goals on the platform. They can track their progress and share updated with friends. The app is available for iOS and Android platforms.,pengeapp.com,,,#N/A,,Savings management app,,,Unfunded,,USA,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,52 week,52 week is a savings management app. Users can set a savings goal and a deadline to meet the goal. They receive weekly notifications as a reminder for deposits. The app is available for iOS and Android platforms.,52semanas.app,,,#N/A,,Savings management app,,,Unfunded,,,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,StorkCard,StorkCard provides AI-based budgeting and saving management platform for parents. It features tools for budget customization and tracking expenses.,storkcard.com,,,#N/A,,AI-based savings management platform,,,Unfunded,,United Kingdom,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,EBCoin,"EBCoin is a cryptocurrency for tax refund process for international travelers. Offers an EBCoin Wallet app with  tax refund service, a currency exchange and a convenient payment method solution using EBC token.",ebcoin.io,,,#N/A,,Cryptocurrency for travelers,,,Unfunded,,Singapore,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Tecshield,Tecshield uses the blockchain and smart contract technology to provide a pension fund infrastructure. It offers decentralization storage of data and smart contracts for the pension payments. It also provides a Tecshield token for the transactions on the platform.,tecscoin.com,,,#N/A,,Blockchain-based pension fund solutions,,,Deadpooled,,China,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Oingz,Oingz is a savings management app. The app identifies the user's financial needs and suggests relevant savings goals. It makes future projections of the user's savings and analyzes the progress towards the savings goal. The app is available for Android platform.,oingz.com,,,#N/A,,Savings management app,,,Unfunded,,Colombia,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Miles for retirement,Retirement Miles provides an app-based saving management platform for retirement planning. It features an automated saving platform. It enables users to save from daily spendings. The app is available for Android and IOS platforms.,millasparaelretiro.com,,,#N/A,,Saving management platform,,,Unfunded,,Mexico,2012,,,,,,,,,,,,,,,#N/A,,
,FALSE,Atlantis Captial,"Atlantis Captial provides an AI-powered personal finance manager for consumer and banking assistant for Banks. Its Messenger based personal finance manager helps a user to set saving goal and guide to accomplish it by identifying opportunity and instant notification. A user can set specific rule for automatic saving goals. Also provides banking assistant to Banks for customer retention, onboarding, analytics, etc.",atlantiscapital.co,,,#N/A,,Provides personal finance manager and banking assistant,,,Deadpooled,,USA,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Hinnt,"Hinnt is a savings management app that enables users to save for their kids. Each transaction is rounded up to $1 and saved for children. Once accumulated, it’s transferred to the kid saving account. On reaching a certain level, the platform rewards the kid’s account with extra dollars or free perks.",hinnt.co,,,#N/A,,Savings management app,,,Unfunded,,Colombia,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Kuflink,Kuflink is an online P2P lending platform to invest in real estate projects. Investors can choose individual projects to lend to and earn up to 7.2% interest per annum. They can also lend to Kuflink's bespoke portfolio for a choice of fixed terms and earn up to 7% interest per annum. Also offers a secondary market to trade existing investments and buy sold-out loan parts.,kuflink.com,,,#N/A,,Online P2P lending platform,,,Unfunded,,United Kingdom,2011,,,,,,,,,,,,,,,#N/A,,
,FALSE,SmartSaver.ng,"SmartSaver is a savings management platform. Users can set their daily, weekly, monthly savings target. The platform automatically collects the savings target from the user's debit card or bank account number into the SmartSaver wallet on a daily, weekly or monthly basis depending on the savings plan. Users can either invest or withdraw part or all the savings into their bank account.",smartsaver.ng,,,#N/A,,Savings management platform,,,Unfunded,,Nigeria,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Finhazi,"Finhazi is a savings & investment management platform. Users can manage savings, deposits, withdraws, loan processing & disbursements and repayments. It captures the expenses and income of the user.",finhazi.com,,,#N/A,,Savings & investment management platform,,,Unfunded,,Uganda,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,SahaBhagi,SahaBhagi is a financial self-help group management platform. Users can create a club on the platform and add members to the club. Members of the club save a small amount every month. The collected amount is given as a loan to the group member who needs it. Users can set installment amount and loan interest rates. The app is available for iOS and Android platforms.,sahabhagi.com,,,#N/A,,Financial self-help group management platform,,,Unfunded,,India,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,OwlHub,Owl hub is an app that facilitates saving and investing. User decides weekly how much they want to save and the app invest savings in ETFs. Portfolio is optimized according to individual needs. In stealth mode as in January 2016.,owlhub.co,,,#N/A,,Mobile app for saving and investing,,,Unfunded,,Germany,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Mintle,"Mintle is a payment application provider to consumers. It allows the user to make payments, savings, and investment. It also helps to make personal investment decisions. Users can invest based on their own values and take sustainability into account.",mintle.io,,,#N/A,,Payment application provider,,,Unfunded,,Finland,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Drops,"Drops is a platform which rounds up credit/debit card purchases and saves for charity . The platform lets users donate the spare change to the charity of their choice. Platform doesn't charge anything from users and seeks donations at the moment. As of Feb, 2016 the company is operating in stealth mode.",drops.la,,,#N/A,,Platfrom which rounds up spare change and saves for charity,,,Deadpooled,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Beijing Guancheng Ruifu Information Technology,"Haitouhui provides a platform for users to manage the salary and savings through investments. It offers various investments plans to manage the risk, deposits, and returns.",htouhui.com,,,#N/A,,Platform for salary savings management,,,Unfunded,,China,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Monk,"Monk app provides an online platform for social savings and lending. It allows people to form a group where everyone can contribute to the savings and earn up to 3% interest rate per annum. Whenever there is a requirement, people can earn up to 30X the group savings and pay less than 3% interest rate on the loans. As of September 2015, Monk was operating a pilot program.",getmonkapp.com,,,#N/A,,Online platform for social lending and borrowing.,,,Deadpooled,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Mr Bank,"Mr Bank is a savings management app. Users have to link their credit card account with the platform. They can set daily, weekly and monthly deposits to the savings account. The app is available for iOS platform.",mrbank.fr,,,#N/A,,Savings management app,,,Deadpooled,,France,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Hush,Hush is a mobile-first wallet and debit card which lets users save for various purposes. Allows users to create goals or projects and contribute to them at their own pace. Supports multiple fiat and crypto currencies. Also offers a crypto portfolio manager.,hush.lu,,,#N/A,,"Mobile wallet, savings platform and crypto portfolio manager",,,Unfunded,,Luxembourg,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Osusu,"Osusu is a peer-to-peer networking platform to raise money from one's social network connection online. Users need to log in using their social networks, and can help each other with their financial needs through the platform. The platform claims low default because of lending through one's own friend and family circle.",osusu.ng,,,#N/A,,Collective contribution platform for raising money from social network,,,Unfunded,,Nigeria,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Huuti,"Huuti provides a savings solution for the mortgage deposit. Users can set a property target, see eligible government & private home buying schemes and save for the mortgage deposit. The solution helps users to save on their monthly expenses. They can also save money with a co-buyer. Also provides the user's credit score and report and insights on how to improve the credit score. Also offers a debt management solution, mortgage management solution and articles on financial education.",huuti.co.uk,,,#N/A,,Savings solution for the mortgage deposit,,,Unfunded,,United Kingdom,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Mulalo,"Mulalo is a mobile based saving app that uses financial insights to discover savings opportunities. It claims to use machine learning and helps user save automatically based on financial goals. As of May-17, it is in stealth mode.",mulalo.co.uk,,,#N/A,,Goal based saving platform,,,Unfunded,,United Kingdom,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Yongo,"Yongo is a digital platform that helps children and adults to manage and save money. It lets parents, family, friends to deposit savings into the platform for various projects. It offers financial products for short and long term savings such as Yongo Moon (fixed return and low risk), Yongo Star (linked to an investment fund with higher risk), Yongo  Dream etc.",yongo.be,,,#N/A,,Savings and investment platform for children and adults,,,Unfunded,,Belgium,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Vidahorro,Vidahorro provides an app-based saving platform for retirement and pension plans. It enables users to save and add money from debit & credit cards. It features tools for pension plan customization. The app is available for Android and IOS platforms.,vidahorro.com,,,#N/A,,App-based saving platform,,,Unfunded,,Spain,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Jewelrich,"Jewelrich is a web and mobile based application providing users a platform to view, compare and invest in the gold investment schemes offered by various jewellers. Users can select a monthly investment amount, select a jeweller of their choice and make the payment online. The platform will also send the users monthly statements of their investments. As of October 2016, has two jewellers listed on their platform.",jewelrich.com,,,#N/A,,Mobile and web platform to compare and invest in gold investment schemes.,,,Unfunded,,India,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Bachat,Bachat is a savings management app. Users can connect their bank accounts or upload bank statements. They can set a savings goal. The platform automatically transfers a percentage of the purchase to the savings account.,getbachat.in,,,#N/A,,Savings management app,,,Unfunded,,India,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,Zigzig,"Zigzig is a personal finance applciation to help users save more money and achieve personal finance goals. It woks on a social model, i.e., users can share their savings goals with others and create a group saving goal. The platform is a goal-based individual and group saving solution.",zigzig.co,,,#N/A,,Individual and group savings platform,,,Deadpooled,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Piggy Bank,"Piggy Bank is a budgeting tool that claims to make savings for goals easy and fun. It allows users to log their expenses on the go and see where they are at with their budget. To make it easier not to go over the budget it sets daily, weekly and monthly spending limits for them and shows how close they are to these limits. The app is still in closed beta.",pimpmypiggybank.com,,,#N/A,,Spend Tracking and Savings App,,,Deadpooled,,United Kingdom,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Wealth Bhai,"Wealth Bhai provides online financial planning and investment platform for individuals. It offers a goal based investment platform for buying house, car, travelling, education, retirement, tax saving, and more. It features tools for portfolio monitoring, investment management, and risk monitoring.",wealthbhai.com,,,#N/A,,Online platform for financial planning and investment,,,Unfunded,,India,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Naa Sika Susu,Naa Sika is a savings management platform. The company offers multiple savings plans that provide different minimum deposit amount and withdrawal amount. Offers plans for small incremental savings with a minimum deposit of GhC5.00 & GhC10.00. Also offers a savings plan for lump sump savings with a minimum deposit of GhC100.00.,naasika.com,,,#N/A,,Savings management platform,,,Unfunded,,Ghana,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,KoloPay,"KoloPay is an automated savings management platform. Users can set a savings goal on the platform. It automatically saves a fixed amount either daily, weekly or monthly. Users can also invite people to contribute to their savings goal. They earn 10% annual interest on the savings when they lock their goals.",kolopay.com,,,#N/A,,Savings management platform,,,Unfunded,,Nigeria,2017,,,,,,,,,,,,,,,#N/A,,
